datetime,temp,humidity,precip,precipprob,preciptype,windspeed,conditions,icon
2024-07-07T22:23:00,10.6,77.52,0.0,0.0,,6.6,Clear,clear-day
2024-07-07T22:24:00,10.7,77.35,0.0,0.0,,6.3,Clear,clear-day
2024-07-07T22:25:00,10.7,78.02,0.0,0.0,,6.5,Clear,clear-day
2024-07-07T22:26:00,10.6,78.13,0.0,0.0,,6.7,Clear,clear-day
2024-07-07T22:27:00,10.6,77.63,0.0,0.0,,6.7,Clear,clear-day
2024-07-07T22:28:00,10.6,77.74,0.0,0.0,,6.7,Clear,clear-day
2024-07-07T22:29:00,10.5,77.35,0.0,0.0,,6.6,Clear,clear-day
2024-07-07T22:30:00,10.6,77.73,0.0,0.0,,6.9,Clear,clear-day
2024-07-07T22:31:00,10.6,77.43,0.0,0.0,,6.5,Clear,clear-day
2024-07-07T22:32:00,10.6,78.17,0.0,0.0,,6.6,Clear,clear-day
2024-07-07T22:33:00,10.6,78.28,0.0,0.0,,6.5,Clear,clear-day
2024-07-07T22:34:00,10.5,78.38,0.0,0.0,,6.6,Clear,clear-day
2024-07-07T22:35:00,10.6,78.42,0.0,0.0,,6.4,Clear,clear-day
2024-07-07T22:36:00,10.5,78.19,0.0,0.0,,6.4,Clear,clear-day
2024-07-07T22:37:00,10.5,78.47,0.0,0.0,,6.8,Clear,clear-day
2024-07-07T22:38:00,10.6,78.02,0.0,0.0,,6.7,Clear,clear-day
2024-07-07T22:39:00,10.5,78.2,0.0,0.0,,6.5,Clear,clear-day
2024-07-07T22:40:00,10.6,77.96,0.0,0.0,,6.7,Clear,clear-day
2024-07-07T22:41:00,10.4,77.91,0.0,0.0,,6.7,Clear,clear-day
2024-07-07T22:42:00,10.4,78.57,0.0,0.0,,6.6,Clear,clear-day
2024-07-07T22:43:00,10.6,77.99,0.0,0.0,,6.7,Clear,clear-day
2024-07-07T22:44:00,10.4,77.92,0.0,0.0,,6.8,Clear,clear-day
2024-07-07T22:45:00,10.5,78.04,0.0,0.0,,6.6,Clear,clear-day
2024-07-07T22:46:00,10.5,79.04,0.0,0.0,,6.3,Clear,clear-day
2024-07-07T22:47:00,10.4,78.62,0.0,0.0,,6.7,Clear,clear-day
2024-07-07T22:48:00,10.5,78.51,0.0,0.0,,6.5,Clear,clear-day
2024-07-07T22:49:00,10.5,78.23,0.0,0.0,,6.2,Clear,clear-day
2024-07-07T22:50:00,10.5,78.91,0.0,0.0,,6.3,Clear,clear-day
2024-07-07T22:51:00,10.5,78.85,0.0,0.0,,6.2,Clear,clear-day
2024-07-07T22:52:00,10.4,78.97,0.0,0.0,,6.6,Clear,clear-day
2024-07-07T22:53:00,10.4,78.15,0.0,0.0,,6.6,Clear,clear-day
2024-07-07T22:54:00,10.3,78.44,0.0,0.0,,6.3,Clear,clear-day
2024-07-07T22:55:00,10.4,78.14,0.0,0.0,,6.4,Clear,clear-day
2024-07-07T22:56:00,10.4,78.62,0.0,0.0,,6.5,Clear,clear-day
2024-07-07T22:57:00,10.4,79.13,0.0,0.0,,6.3,Clear,clear-day
2024-07-07T22:58:00,10.4,78.6,0.0,0.0,,6.1,Clear,clear-day
2024-07-07T22:59:00,10.4,78.87,0.0,0.0,,6.2,Clear,clear-day
2024-07-07T23:00:00,9.3,84.54,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:01:00,9.3,85.26,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:02:00,9.3,84.49,0.0,0.0,,5.5,Partially cloudy,cloudy
2024-07-07T23:03:00,9.2,85.52,0.0,0.0,,5.4,Partially cloudy,cloudy
2024-07-07T23:04:00,9.3,84.57,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:05:00,9.3,84.92,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:06:00,9.2,85.14,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:07:00,9.4,84.69,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:08:00,9.3,84.98,0.0,0.0,,5.4,Partially cloudy,cloudy
2024-07-07T23:09:00,9.3,85.42,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:10:00,9.2,84.5,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:11:00,9.2,85.02,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:12:00,9.3,85.18,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:13:00,9.1,85.71,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:14:00,9.2,85.2,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:15:00,9.1,84.83,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:16:00,9.2,85.42,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:17:00,9.1,85.64,0.0,0.0,,5.2,Partially cloudy,cloudy
2024-07-07T23:18:00,9.2,85.67,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:19:00,9.2,85.84,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-07T23:20:00,9.2,85.67,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:21:00,9.3,85.05,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:22:00,9.2,85.37,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:23:00,9.2,84.87,0.0,0.0,,5.2,Partially cloudy,cloudy
2024-07-07T23:24:00,9.2,85.42,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:25:00,9.2,85.7,0.0,0.0,,5.2,Partially cloudy,cloudy
2024-07-07T23:26:00,9.2,85.78,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:27:00,9.1,85.19,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:28:00,9.1,85.2,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:29:00,9.1,85.44,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:30:00,9.2,85.81,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:31:00,9.2,86.19,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:32:00,9.1,85.81,0.0,0.0,,5.4,Partially cloudy,cloudy
2024-07-07T23:33:00,9.1,85.96,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:34:00,9.2,86.17,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:35:00,9.1,85.59,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-07T23:36:00,9.0,85.74,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:37:00,9.1,85.17,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:38:00,9.1,86.44,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:39:00,9.1,85.53,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:40:00,9.1,85.39,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:41:00,9.1,85.76,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:42:00,9.1,86.31,0.0,0.0,,5.2,Partially cloudy,cloudy
2024-07-07T23:43:00,9.1,86.24,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-07T23:44:00,9.0,85.4,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:45:00,9.0,86.25,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:46:00,9.1,85.39,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-07T23:47:00,9.1,86.57,0.0,0.0,,5.4,Partially cloudy,cloudy
2024-07-07T23:48:00,9.0,86.03,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:49:00,9.1,86.39,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-07T23:50:00,9.1,86.33,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:51:00,9.1,86.27,0.0,0.0,,5.2,Partially cloudy,cloudy
2024-07-07T23:52:00,9.1,85.35,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-07T23:53:00,9.1,85.8,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-07T23:54:00,8.9,85.79,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-07T23:55:00,9.1,85.65,0.0,0.0,,5.2,Partially cloudy,cloudy
2024-07-07T23:56:00,9.0,85.57,0.0,0.0,,5.3,Partially cloudy,cloudy
2024-07-07T23:57:00,9.0,86.55,0.0,0.0,,5.4,Partially cloudy,cloudy
2024-07-07T23:58:00,9.0,86.08,0.0,0.0,,5.4,Partially cloudy,cloudy
2024-07-07T23:59:00,9.0,87.05,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-08T00:00:00,8.4,88.73,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:01:00,8.2,89.95,0.0,0.0,,4.9,Clear,clear-day
2024-07-08T00:02:00,8.3,89.26,0.0,0.0,,5.0,Clear,clear-day
2024-07-08T00:03:00,8.2,90.35,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:04:00,8.3,89.87,0.0,0.0,,5.0,Clear,clear-day
2024-07-08T00:05:00,8.3,88.89,0.0,0.0,,5.1,Clear,clear-day
2024-07-08T00:06:00,8.2,89.95,0.0,0.0,,5.0,Clear,clear-day
2024-07-08T00:07:00,8.2,89.08,0.0,0.0,,4.8,Clear,clear-day
2024-07-08T00:08:00,8.2,89.21,0.0,0.0,,4.9,Clear,clear-day
2024-07-08T00:09:00,8.3,89.75,0.0,0.0,,5.1,Clear,clear-day
2024-07-08T00:10:00,8.2,89.66,0.0,0.0,,5.0,Clear,clear-day
2024-07-08T00:11:00,8.3,89.82,0.0,0.0,,5.1,Clear,clear-day
2024-07-08T00:12:00,8.2,89.28,0.0,0.0,,4.9,Clear,clear-day
2024-07-08T00:13:00,8.2,90.0,0.0,0.0,,4.8,Clear,clear-day
2024-07-08T00:14:00,8.2,89.96,0.0,0.0,,4.6,Clear,clear-day
2024-07-08T00:15:00,8.3,90.55,0.0,0.0,,4.5,Clear,clear-day
2024-07-08T00:16:00,8.3,90.55,0.0,0.0,,4.9,Clear,clear-day
2024-07-08T00:17:00,8.2,89.42,0.0,0.0,,4.8,Clear,clear-day
2024-07-08T00:18:00,8.2,90.43,0.0,0.0,,4.9,Clear,clear-day
2024-07-08T00:19:00,8.3,90.27,0.0,0.0,,5.0,Clear,clear-day
2024-07-08T00:20:00,8.2,89.37,0.0,0.0,,5.0,Clear,clear-day
2024-07-08T00:21:00,8.2,90.24,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:22:00,8.1,89.76,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:23:00,8.2,89.93,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:24:00,8.1,89.7,0.0,0.0,,4.5,Clear,clear-day
2024-07-08T00:25:00,8.2,90.24,0.0,0.0,,5.0,Clear,clear-day
2024-07-08T00:26:00,8.1,89.68,0.0,0.0,,4.6,Clear,clear-day
2024-07-08T00:27:00,8.2,90.43,0.0,0.0,,4.8,Clear,clear-day
2024-07-08T00:28:00,8.2,89.57,0.0,0.0,,4.8,Clear,clear-day
2024-07-08T00:29:00,8.2,89.14,0.0,0.0,,5.0,Clear,clear-day
2024-07-08T00:30:00,8.2,90.77,0.0,0.0,,4.6,Clear,clear-day
2024-07-08T00:31:00,8.2,90.86,0.0,0.0,,4.9,Clear,clear-day
2024-07-08T00:32:00,8.1,89.79,0.0,0.0,,4.9,Clear,clear-day
2024-07-08T00:33:00,8.1,89.49,0.0,0.0,,4.6,Clear,clear-day
2024-07-08T00:34:00,8.1,89.52,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:35:00,8.1,89.84,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:36:00,8.1,89.63,0.0,0.0,,4.4,Clear,clear-day
2024-07-08T00:37:00,8.1,90.03,0.0,0.0,,4.4,Clear,clear-day
2024-07-08T00:38:00,8.2,89.85,0.0,0.0,,4.8,Clear,clear-day
2024-07-08T00:39:00,8.2,89.45,0.0,0.0,,4.4,Clear,clear-day
2024-07-08T00:40:00,8.1,90.06,0.0,0.0,,4.8,Clear,clear-day
2024-07-08T00:41:00,8.1,89.82,0.0,0.0,,4.8,Clear,clear-day
2024-07-08T00:42:00,8.1,89.88,0.0,0.0,,4.5,Clear,clear-day
2024-07-08T00:43:00,8.1,90.86,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:44:00,8.1,90.64,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:45:00,8.0,89.8,0.0,0.0,,4.6,Clear,clear-day
2024-07-08T00:46:00,8.2,90.54,0.0,0.0,,4.6,Clear,clear-day
2024-07-08T00:47:00,8.1,89.79,0.0,0.0,,4.4,Clear,clear-day
2024-07-08T00:48:00,8.0,90.01,0.0,0.0,,4.6,Clear,clear-day
2024-07-08T00:49:00,8.1,90.66,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:50:00,8.0,89.87,0.0,0.0,,4.6,Clear,clear-day
2024-07-08T00:51:00,8.0,89.56,0.0,0.0,,4.6,Clear,clear-day
2024-07-08T00:52:00,8.1,89.41,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:53:00,8.0,89.59,0.0,0.0,,4.4,Clear,clear-day
2024-07-08T00:54:00,8.1,90.57,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:55:00,8.1,89.83,0.0,0.0,,4.5,Clear,clear-day
2024-07-08T00:56:00,8.0,90.48,0.0,0.0,,4.3,Clear,clear-day
2024-07-08T00:57:00,8.0,90.17,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:58:00,8.0,90.42,0.0,0.0,,4.7,Clear,clear-day
2024-07-08T00:59:00,8.0,90.55,0.0,0.0,,4.4,Clear,clear-day
2024-07-08T01:00:00,7.4,92.88,0.0,0.0,,3.7,Clear,clear-day
2024-07-08T01:01:00,7.5,92.52,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:02:00,7.4,93.22,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:03:00,7.4,92.4,0.0,0.0,,3.7,Clear,clear-day
2024-07-08T01:04:00,7.5,92.3,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:05:00,7.5,93.02,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:06:00,7.4,92.62,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:07:00,7.5,91.94,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:08:00,7.4,91.89,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:09:00,7.4,93.53,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:10:00,7.3,93.17,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:11:00,7.4,92.1,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:12:00,7.4,92.92,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:13:00,7.4,92.26,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:14:00,7.4,92.52,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:15:00,7.3,92.57,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:16:00,7.4,92.1,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:17:00,7.4,92.57,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:18:00,7.4,93.35,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:19:00,7.4,92.31,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:20:00,7.5,92.66,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:21:00,7.4,91.93,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:22:00,7.4,91.94,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:23:00,7.4,92.23,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:24:00,7.4,92.89,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:25:00,7.4,92.54,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:26:00,7.3,92.89,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:27:00,7.4,93.03,0.0,0.0,,3.7,Clear,clear-day
2024-07-08T01:28:00,7.3,92.82,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:29:00,7.4,92.6,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:30:00,7.4,93.37,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:31:00,7.3,92.44,0.0,0.0,,3.7,Clear,clear-day
2024-07-08T01:32:00,7.4,93.01,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:33:00,7.4,92.52,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:34:00,7.5,93.38,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:35:00,7.5,92.82,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:36:00,7.4,93.65,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:37:00,7.3,92.32,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:38:00,7.4,93.57,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:39:00,7.3,93.04,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:40:00,7.4,92.42,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:41:00,7.4,92.54,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:42:00,7.4,93.08,0.0,0.0,,3.8,Clear,clear-day
2024-07-08T01:43:00,7.4,92.37,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:44:00,7.4,93.56,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:45:00,7.3,92.89,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:46:00,7.4,92.84,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:47:00,7.4,92.33,0.0,0.0,,4.0,Clear,clear-day
2024-07-08T01:48:00,7.3,93.37,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:49:00,7.4,92.69,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:50:00,7.3,93.3,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T01:51:00,7.3,93.07,0.0,0.0,,4.2,Clear,clear-day
2024-07-08T01:52:00,7.4,92.61,0.0,0.0,,4.2,Clear,clear-day
2024-07-08T01:53:00,7.4,93.71,0.0,0.0,,4.2,Clear,clear-day
2024-07-08T01:54:00,7.4,93.15,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:55:00,7.4,92.75,0.0,0.0,,4.3,Clear,clear-day
2024-07-08T01:56:00,7.3,92.15,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:57:00,7.3,92.81,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:58:00,7.3,93.07,0.0,0.0,,4.1,Clear,clear-day
2024-07-08T01:59:00,7.4,93.61,0.0,0.0,,3.9,Clear,clear-day
2024-07-08T02:00:00,7.3,94.63,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:01:00,7.3,94.2,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T02:02:00,7.2,93.4,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:03:00,7.2,94.21,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:04:00,7.3,93.66,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:05:00,7.3,94.18,0.0,0.0,,4.4,Partially cloudy,cloudy
2024-07-08T02:06:00,7.3,93.69,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:07:00,7.4,94.55,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:08:00,7.3,94.94,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:09:00,7.3,94.35,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T02:10:00,7.4,93.77,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T02:11:00,7.3,93.46,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:12:00,7.3,94.74,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:13:00,7.4,93.59,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:14:00,7.3,94.26,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:15:00,7.2,93.39,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:16:00,7.2,94.05,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:17:00,7.3,94.02,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:18:00,7.3,94.49,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:19:00,7.3,93.9,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T02:20:00,7.4,94.51,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:21:00,7.3,94.28,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T02:22:00,7.3,94.25,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:23:00,7.3,93.14,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:24:00,7.3,94.08,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:25:00,7.3,93.73,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:26:00,7.3,93.37,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:27:00,7.3,94.47,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:28:00,7.4,94.58,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:29:00,7.3,94.66,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:30:00,7.2,93.56,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:31:00,7.3,93.7,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:32:00,7.3,94.66,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T02:33:00,7.3,93.55,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:34:00,7.3,94.63,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:35:00,7.3,94.54,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:36:00,7.2,94.65,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:37:00,7.4,93.79,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:38:00,7.3,93.76,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:39:00,7.4,93.54,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:40:00,7.4,93.21,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:41:00,7.3,94.68,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:42:00,7.4,93.19,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:43:00,7.3,94.18,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:44:00,7.3,93.47,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:45:00,7.3,93.8,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:46:00,7.3,94.09,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T02:47:00,7.4,94.55,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:48:00,7.4,94.66,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:49:00,7.4,94.8,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:50:00,7.3,94.63,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:51:00,7.3,93.77,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T02:52:00,7.4,94.01,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:53:00,7.3,94.72,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T02:54:00,7.3,94.37,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:55:00,7.3,93.31,0.0,0.0,,4.5,Partially cloudy,cloudy
2024-07-08T02:56:00,7.4,94.56,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:57:00,7.3,93.47,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T02:58:00,7.3,93.83,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T02:59:00,7.4,94.58,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T03:00:00,7.4,94.21,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T03:01:00,7.6,95.07,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T03:02:00,7.5,94.32,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T03:03:00,7.5,94.19,0.0,0.0,,5.2,Partially cloudy,cloudy
2024-07-08T03:04:00,7.4,94.42,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T03:05:00,7.5,94.33,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T03:06:00,7.5,95.41,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T03:07:00,7.4,95.52,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T03:08:00,7.5,95.39,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T03:09:00,7.5,95.35,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T03:10:00,7.5,94.34,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T03:11:00,7.4,94.97,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T03:12:00,7.4,93.93,0.0,0.0,,4.7,Partially cloudy,cloudy
2024-07-08T03:13:00,7.4,94.25,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T03:14:00,7.4,94.6,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T03:15:00,7.4,93.96,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T03:16:00,7.5,94.11,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T03:17:00,7.5,94.4,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T03:18:00,7.5,95.48,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T03:19:00,7.5,95.02,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T03:20:00,7.4,94.91,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T03:21:00,7.4,94.73,0.0,0.0,,5.2,Partially cloudy,cloudy
2024-07-08T03:22:00,7.3,94.74,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T03:23:00,7.4,94.53,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T03:24:00,7.4,94.3,0.0,0.0,,5.0,Partially cloudy,cloudy
2024-07-08T03:25:00,7.5,94.29,0.0,0.0,,4.6,Partially cloudy,cloudy
2024-07-08T03:26:00,7.4,95.36,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-08T03:27:00,7.4,94.26,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T03:28:00,7.4,95.01,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T03:29:00,7.3,94.43,0.0,0.0,,4.9,Partially cloudy,cloudy
2024-07-08T03:30:00,7.4,94.89,0.0,0.0,,5.1,Partially cloudy,cloudy
2024-07-08T03:31:00,7.4,95.46,0.0,0.0,,4.8,Partially cloudy,cloudy
2024-07-08T03:32:00,7.5,94.44,0.0,0.0,,4.7,Partially cloudy,cloudy
